customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_line,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
0946-CLJTI,Male,1,Yes,No,58,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.7,5812.60,"Yes"
0946-FKYTX,Male,0,No,No,52,No,"No phone service",DSL,No,Yes,No,No,No,No,"One year",No,"Mailed check",30.1,1623.40,"No"
0947-IDHRQ,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",80.3,526.70,"Yes"
0947-MUGVO,Male,1,Yes,No,20,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",73.65,1463.50,"Yes"
0952-KMEEH,Male,0,No,No,13,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",98.15,1230.25,"Yes"
0953-LGOVU,Male,0,Yes,Yes,12,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Mailed check",35.5,432.25,"No"
0956-ACVZC,Female,0,No,No,54,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",94.1,5060.90,"No"
0956-SYCWG,Female,0,No,No,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",19.65,244.80,"No"
0958-YHXGP,Female,0,No,No,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",69.9,497.30,"No"
0959-WHOKV,Male,0,No,No,42,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",Yes,"Electronic check",99,4298.45,"No"
0960-HUWBM,Male,0,Yes,Yes,65,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",104.1,6700.05,"No"
0961-ZWLVI,Male,0,No,Yes,49,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",109.2,5290.45,"No"
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.3,1296.15,"No"
0963-ZBDRN,Male,0,No,No,32,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",96.2,3183.40,"Yes"
0967-BMLBD,Female,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",20,196.35,"No"
0968-GSIKN,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.8,70.80,"Yes"
0969-RGKCU,Male,0,Yes,Yes,37,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.8,677.05,"No"
0970-ETWGE,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.55,89.55,"Yes"
0970-QXPXW,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.65,19.65,"No"
0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.25,1641.80,"No"
0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,"Two year",Yes,"Credit card (automatic)",70.65,5011.15,"No"
0975-UYDTX,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",90.1,2312.55,"No"
0975-VOOVL,Female,0,No,No,3,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",29.2,98.50,"No"
0979-MOZQI,Male,0,Yes,No,62,No,"No phone service",DSL,No,No,No,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",39,2337.45,"No"
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.45,7007.60,"Yes"
0980-FEXWF,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,"One year",No,"Mailed check",50.35,1285.80,"No"
0980-PVMRC,Female,0,Yes,Yes,40,No,"No phone service",DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",50.85,2036.55,"No"
0983-TATYJ,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,"One year",Yes,"Mailed check",51.45,1758.90,"No"
0988-AADSA,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",80.85,5824.75,"No"
0988-JRWWP,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",54.2,140.40,"No"
0991-BRRFB,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",49.4,874.80,"Yes"
0993-OSGPT,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",60.65,3975.90,"No"
0997-YTLNY,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Mailed check",48.8,953.65,"No"
0999-QXNSA,Male,1,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.75,344.20,"No"
1000-AJSLD,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.1,20.10,"Yes"
1004-NOZNR,Male,1,No,Yes,56,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",No,"Credit card (automatic)",94.8,5264.30,"No"
1009-IRMNA,Female,0,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",20,137.60,"Yes"
1010-DIAUQ,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",96.5,492.55,"Yes"
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.8,6690.75,"No"
1015-JPFYW,Male,0,No,Yes,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.45,136.75,"No"
1015-OWJKI,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.05,19.05,"No"
1016-DJTSV,Male,1,No,No,8,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.7,572.85,"No"
1017-FBQMM,Female,0,Yes,Yes,62,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",106.05,6703.50,"No"
1020-JPQOW,Female,0,Yes,No,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,No,"Electronic check",90.55,5116.60,"No"
1022-RKXDR,Female,0,No,No,41,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",24.85,962.25,"No"
1023-BQXZE,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",74.35,4317.35,"No"
1024-GUALD,Female,0,Yes,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",24.8,24.80,"Yes"
1024-KPRBB,Female,0,No,No,38,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Mailed check",89.1,3342.00,"No"
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.95,825.70,"Yes"
1025-FALIX,Female,0,No,No,26,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",69.05,1815.65,"No"
1027-LKKQQ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",80.45,5886.85,"No"
1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",101.5,2917.65,"No"
1029-QFBEN,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.55,19.55,"Yes"
1031-IIDEO,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.85,70.85,"Yes"
1032-MAELW,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Electronic check",78.45,5333.35,"No"
1035-IPQPU,Female,1,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",103.5,6479.40,"No"
1036-GUDCL,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",79.05,4663.40,"No"
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.6,414.95,"No"
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.8,229.60,"Yes"
1041-RXHRA,Female,0,No,No,41,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",70.25,2868.05,"Yes"
1042-HFUCW,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,"One year",Yes,"Credit card (automatic)",54.75,1266.35,"No"
1043-UXOVO,Female,0,No,No,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",113.15,7993.30,"No"
1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.15,1327.15,"Yes"
1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",21.05,139.75,"No"
1047-NNCBF,Male,0,No,No,20,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",70.55,1493.55,"No"
1047-RNXZV,Male,0,No,No,43,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.55,876.15,"No"
1049-FYSYG,Female,0,Yes,No,17,No,"No phone service",DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",35.65,646.05,"No"
1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.6,780.25,"No"
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.5,27.55,"No"
1052-QJIBV,Female,0,Yes,Yes,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.9,1397.30,"No"
1053-MXTTK,Female,0,Yes,Yes,72,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",108.65,7726.35,"No"
1057-FOGLZ,Female,0,No,No,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.65,391.70,"No"
1060-ENTOF,Female,1,Yes,No,67,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",105.4,7035.60,"No"
1061-PNTHC,Female,0,Yes,Yes,56,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",109.6,5953.00,"No"
1062-LHZOD,Male,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",69.9,69.90,"Yes"
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,No,"Two year",Yes,"Mailed check",92.15,6480.90,"No"
1064-FBXNK,Male,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.85,19.85,"No"
1066-JKSGK,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.15,20.15,"Yes"
1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",19.9,505.45,"No"
1069-XAIEM,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.05,85.05,"Yes"
1073-XXCZD,Male,0,Yes,No,55,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25.7,1443.65,"No"
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",108.25,5935.10,"No"
1074-WVEVG,Female,0,Yes,No,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.35,1267.00,"No"
1075-BGWOH,Male,1,Yes,No,16,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.75,1587.55,"Yes"
1077-HUUJM,Female,0,No,Yes,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71.05,472.65,"No"
1078-TDCRN,Female,1,Yes,No,3,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",30.75,82.85,"No"
1080-BWSYE,Male,1,Yes,No,64,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.65,1740.80,"No"
1084-MNSMJ,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",85.5,4421.95,"No"
1084-UQCHV,Male,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",69.75,69.75,"Yes"
1085-LDWAM,Female,0,Yes,Yes,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.35,1442.65,"No"
1086-LXKFY,Female,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",69.1,69.10,"Yes"
1087-GRUYI,Male,0,Yes,No,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.4,743.50,"No"
1087-UDSIH,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.6,59.75,"Yes"
1088-AUUZZ,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",75.85,4261.20,"No"
1088-CNNKB,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",80,5040.20,"No"
1089-HDMKP,Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",54.55,601.25,"No"
1089-XZWHH,Female,0,Yes,Yes,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.7,494.05,"No"
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",105.5,7611.55,"No"
1090-PYKCI,Female,0,Yes,Yes,69,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",105.1,7234.80,"No"
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",99.8,5515.45,"No"
1092-GANHU,Male,0,No,No,17,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",76.65,1313.55,"Yes"
1092-WPIVQ,Female,0,Yes,Yes,18,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",25.1,428.45,"No"
1093-YSWCA,Male,0,No,No,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.55,223.15,"No"
1094-BKOSX,Female,0,Yes,Yes,45,No,"No phone service",DSL,No,Yes,Yes,Yes,No,Yes,"One year",No,"Bank transfer (automatic)",51,2264.50,"No"
1095-JUDTC,Female,1,No,No,47,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",95.05,4504.55,"Yes"
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",101.05,5971.25,"No"
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Bank transfer (automatic)",74.25,4859.25,"No"
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,"Credit card (automatic)",54.55,2455.05,"No"
1098-KFQEC,Female,0,Yes,Yes,55,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.4,1083.00,"No"
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",19.25,19.25,"No"
1099-BTKWT,Female,0,Yes,No,68,No,"No phone service",DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",54.4,3723.65,"No"
1099-GODLO,Female,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.35,20.35,"No"
1100-DDVRV,Male,0,Yes,No,17,No,"No phone service",DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",49.8,836.35,"No"
1101-SSWAG,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",51.1,711.15,"No"
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",64.4,1802.15,"No"
1104-TNLZA,Male,1,Yes,No,28,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",105.8,2998.00,"No"
1106-HRLKZ,Male,0,Yes,Yes,40,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.6,808.95,"No"
1110-KYLGQ,Female,0,No,No,63,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",108.25,6780.10,"No"
1112-CUNAO,Female,1,No,No,15,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",89.85,1424.95,"Yes"
1113-IUJYX,Female,0,Yes,No,14,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Mailed check",105.95,1348.90,"Yes"
1114-CENIM,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",55,3092.65,"Yes"
1116-DXXDF,Male,0,No,No,39,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",100.45,3801.70,"No"
1116-FRYVH,Female,0,Yes,Yes,48,No,"No phone service",DSL,Yes,Yes,No,Yes,No,No,"Two year",No,"Mailed check",39.4,1978.65,"No"
1120-BMWUB,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Mailed check",53.9,834.15,"Yes"
1121-QSIVB,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,"One year",Yes,"Mailed check",77.55,3471.10,"No"
1122-JWTJW,Male,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.65,70.65,"Yes"
1122-YJBCS,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,"One year",Yes,"Credit card (automatic)",53.65,3804.40,"No"
1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",43.8,2106.05,"No"
1131-ALZWV,Female,0,No,No,24,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",24.6,605.25,"No"
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",23.95,1756.20,"No"
1131-SUEKT,Male,0,Yes,Yes,61,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",98.45,6145.20,"No"
1133-KXCGE,Female,0,No,No,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.1,407.05,"No"
1134-YWTYF,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",53.8,1389.85,"No"
1135-HIORI,Female,0,Yes,Yes,64,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",111.45,7266.95,"No"
1135-LMECX,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.85,19.85,"No"
1136-XGEQU,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",84.15,4164.40,"No"
1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,"One year",No,"Bank transfer (automatic)",70.25,2198.90,"No"
1139-WUOAH,Male,0,No,No,57,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",53.35,3090.05,"No"
1140-UKVZG,Female,0,No,No,17,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",24.8,475.25,"No"
1142-IHLOO,Female,0,No,No,51,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"One year",No,"Credit card (automatic)",87.55,4475.90,"No"
1142-WACZW,Male,0,No,No,2,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",29.85,75.60,"Yes"
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.7,169.80,"Yes"
1150-FTQGN,Female,0,Yes,Yes,60,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,No,"One year",No,"Bank transfer (automatic)",94.15,5811.80,"No"
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",108.75,7156.20,"Yes"
1153-GNOLC,Male,0,No,No,33,No,"No phone service",DSL,No,Yes,No,No,Yes,No,"One year",Yes,"Electronic check",39.1,1309.00,"No"
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,"One year",No,"Mailed check",70.6,2708.20,"No"
1156-ZFYDO,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.75,19.75,"No"
1157-BQCUW,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.95,74.95,"Yes"
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.4,321.40,"No"
1162-ECVII,Male,1,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",109.75,7932.50,"No"
1163-ONYEY,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",74.55,3023.55,"No"
1163-VIPRI,Female,0,Yes,Yes,65,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",109.3,7337.55,"No"
1166-PQLGG,Female,0,Yes,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.55,1463.45,"No"
1167-OYZJF,Female,1,Yes,No,67,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",20.05,1263.05,"No"
1169-SAOCL,Male,0,No,No,49,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",106.65,5168.10,"No"
1169-WCVAK,Male,0,Yes,No,19,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",88.8,1672.35,"No"
1170-SASML,Female,0,Yes,No,69,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",85.4,5869.40,"No"
1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",25.4,1139.20,"No"
1172-VIYBP,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,"Two year",No,"Bank transfer (automatic)",69.7,3686.05,"No"
1173-NOEYG,Female,0,Yes,No,27,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",90.15,2423.40,"No"
1173-XZPYF,Female,0,No,No,11,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",89.2,990.30,"No"
